,Game,Release date,Company,Genres,Mean Note,Number of Vote,store
5773,The Adventures of Bertram Fiddle: Episode 2 - A Bleaker Predicklement,2017-08-23,,"Adventure, Indie",4.1,216,google
5778,Asdivine Cross,2015-11-04,,Role-playing (RPG),4.5,8275,google
5809,Disney Heroes: Battle Mode,2018-01-01,,"Role-playing (RPG), Strategy",4.4,345745,google
5814,Helm Knight 2,2013-03-25,,Platform,3.7,394,google
5817,You Fall You Lose,2019-02-14,,Adventure,4.5,8,google
5824,ULTRAFLOW,2014-12-23,,Puzzle,4.5,81766,google
5837,Skiing Yeti Mountain,2016-01-01,,Arcade,4.7,43918,google
5841,red,2018-01-17,,"Indie, Puzzle",4.7,27773,google
5844,Disney Magic Kingdoms,2016-03-16,,Simulator,4.0,580521,google
5848,VOEZ,2016-05-26,,Music,4.4,101760,google
5850,Brain Wars,2014-11-03,,Quiz/Trivia,4.5,517660,google
5857,red - the hardest IQ test for Android & iOS,2017-11-01,,"Arcade, Puzzle",3.8,1920,google
5859,Carnage: Battle Arena,2019-08-13,,Racing,3.8,327,google
5867,PickCrafter,2014-08-01,,"Role-playing (RPG), Simulator",4.4,311687,google
5870,Five Nights at Freddy's AR: Special Delivery,2019-11-25,,Unknow,4.4,49435,google
5872,Gardenscapes,2012-06-12,,"Adventure, Puzzle, Simulator",4.2,8601102,google
5873,Rocket Valley Tycoon,2018-05-21,,"Indie, Strategy",4.1,2029,google
5874,gudetama tap!,2018-04-30,,Simulator,3.9,6173,google
5888,Ninja 314,2017-05-18,,Arcade,4.8,16,google
5889,Templar Battleforce,2015-09-21,,"Indie, Role-playing (RPG), Strategy, Turn-based strategy (TBS)",4.8,2334,google
5901,Badland,2013-04-04,,"Adventure, Arcade, Platform, Puzzle",4.6,1561535,google
5904,GRID: Autosport,2014-06-24,,"Racing, Simulator, Sport",4.3,6364,google
5905,Typeshift,2017-03-18,,Puzzle,4.1,2122,google
5912,Sword Dancer,2019-04-11,,Hack and slash/Beat 'em up,5.0,6,google
5914,Threes!,2014-02-06,,Puzzle,4.6,31662,google
5915,Crowman & Wolfboy,2013-10-18,,"Adventure, Indie, Platform",4.3,3796,google
5921,Temple Run,2011-08-04,,"Adventure, Arcade, Platform",4.1,4418768,google
5925,Mad Rocket: Fog of War,2018-10-30,,"Strategy, Tactical",4.2,8473,google
5944,Baldur's Gate II: Enhanced Edition,2013-11-15,,"Role-playing (RPG), Strategy",4.0,6723,google
5949,TapTap Heroes,2018-04-28,,"Role-playing (RPG), Strategy",4.6,114172,google
5955,The Elder Scrolls: Legends,2017-03-09,,"Strategy, Turn-based strategy (TBS)",4.0,141410,google
5958,アンデッドファクトリー,2017-12-21,,Strategy,3.9,3167,google
5961,Shadow Fight 3,2017-11-16,,"Fighting, Role-playing (RPG)",4.0,2566316,google
5962,Stellaren: Acrux,2015-12-25,,Visual Novel,4.9,1010,google
5963,Euclidea,2014-10-29,,Puzzle,4.6,78457,google
5973,Darza's Dominion,2017-02-07,,"Role-playing (RPG), Shooter",2.7,3713,google
5981,Air Combat Pilot: WW2 Pacific,2018-05-25,,"Arcade, Simulator",4.0,1521,google
5984,Pokémon GO,2016-07-06,,"Adventure, Fighting, Simulator, Strategy, Turn-based strategy (TBS)",4.2,13185695,google
5990,Stump,2018-04-20,,"Arcade, Indie",4.5,45,google
5993,Mini Golf Game 3D,2010-12-17,,Sport,4.0,1942,google
5994,Ace Attorney Investigations: Miles Edgeworth,2009-05-28,,"Adventure, Point-and-click, Simulator",4.8,263,google
6000,Dungeons & Zombies,2019-10-30,,"Indie, Puzzle",4.2,24,google
6002,Cube Escape: The Cave,2017-03-01,,"Adventure, Puzzle",4.7,69193,google
6005,Pocket Shooter Hardcore,2017-09-09,,Shooter,5.0,11,google
6011,The Banner Saga 2,2016-04-19,,"Adventure, Indie, Role-playing (RPG), Strategy, Tactical",4.2,812,google
6019,Game Dev Tycoon,2012-12-10,,"Indie, Simulator, Strategy",4.8,56569,google
